-7.170733928680419922e+00,6.841569900512695312e+00,0.000000000000000000e+00
1.267994165420532227e+00,6.841569900512695312e+00,0.000000000000000000e+00
1.267994165420532227e+00,1.135236167907714844e+01,0.000000000000000000e+00
-7.170733928680419922e+00,1.135236167907714844e+01,0.000000000000000000e+00
3.260468721389770508e+00,6.841569900512695312e+00,0.000000000000000000e+00
3.260468721389770508e+00,1.045890522003173828e+01,0.000000000000000000e+00
1.267994165420532227e+00,1.045890522003173828e+01,0.000000000000000000e+00
3.260468721389770508e+00,5.641730785369873047e+00,0.000000000000000000e+00
6.271378040313720703e+00,5.641730785369873047e+00,0.000000000000000000e+00
6.271378040313720703e+00,8.650237083435058594e+00,0.000000000000000000e+00
3.260468721389770508e+00,8.650237083435058594e+00,0.000000000000000000e+00
3.260468721389770508e+00,3.831695556640625000e+00,0.000000000000000000e+00
8.351167678833007812e+00,3.831695556640625000e+00,0.000000000000000000e+00
8.351167678833007812e+00,5.641730785369873047e+00,0.000000000000000000e+00
3.260468721389770508e+00,1.346752524375915527e+00,0.000000000000000000e+00
5.686288356781005859e+00,1.346752524375915527e+00,0.000000000000000000e+00
5.686288356781005859e+00,3.831695556640625000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.260468721389770508e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.831695556640625000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.841569900512695312e+00,0.000000000000000000e+00
-1.779043555259704590e+00,4.971345901489257812e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.971345901489257812e+00,0.000000000000000000e+00
-1.779043555259704590e+00,6.841569900512695312e+00,0.000000000000000000e+00
-2.560492515563964844e+00,1.995188951492309570e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.995188951492309570e+00,0.000000000000000000e+00
-2.560492515563964844e+00,4.971345901489257812e+00,0.000000000000000000e+00
